id|tweet_text|text|emojis|sentiment_label|emoji_labelsarcasm_label
1192216479900389376|"@K3muning_1 What...???
Prabowo-Puan...????
Oh No...👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎"|prabowo puan|👎,👎,👎,👎,👎,👎,👎,👎,👎,👎,👎,👎,👎,👎,👎,👎|0|2|0
1189887029363892226|@p_politik Ayo kita buat tagar #Ganti Jubir Prabowo# saya kasihan Prabowo punya jubir nggak berkelas sama sekali😰😰😭😭|ayo tagar juru bicara prabowo kasihan prabowo juru bicara kelas|😰,😰,😭,😭|1|0|1
1191180498812293121|@jokowi Pak bilateral itu antar negara... bukan negara dengan organisasi...😂😂😂|bilateral negara negara organisasi|😂,😂,😂|1|1|0
1191576324596363264|"@bolangwebberII @putri_lior4 Bangga amat punya gubernur menang karna Jualan ayat sama mayat 🤣🤣🤣

Prabowo aja skrg jadi pembantunya jokowi 🤪🤪🤪

sakit hati luu ???"|bangga gubernur menang karna jual ayat mayat prabowo bantu jokowi sakit hati|🤣,🤣,🤣,🤪,🤪,🤪|0|1|1
1192417685742612480|@Betadin7 @IndivMerdeka @jokowi Iyo sejuk dan smua pd diam kenyang gitu yak ? 😬😬|iya sejuk diam kenyang|😬,😬|0|0|0
1192105436989677568|Ku sudah tidak sabar menanti pak hhi 👏🏻👏🏻 https://t.co/yLE1vDvvMU|ku sabar hi|👏,🏻,👏,🏻|0|2|0
1189837801384136704|"@Je_Ly @prabowo Kalo boleh sih aku pingin wakil rakyat yang cakep, pinter, tajir, jujur, kekinian, baik hati.
Ini mah kebanyakan tuwir2, stw, medit, munafik, manipulatif, sok borju, jadul bonus bloon lagi. 
* puaassss.  😂😁😁🙏"|wakil rakyat cakep pintar kaya jujur hati tuwir sok tau medit munafik manipulatif sok borjuis kolot bonus bodoh puas|😂,😁,😁,🙏|0|1|1
1193015377715847168|@Restichayah @NdonB4ck @permadiaktivis @adearmando1 @aniesbaswedan @jokowi @basuki_btp Pilpres masih lama tapi rekening ente mulai mulai dialiri asupan taipan and cukong💸💴💶💵🤑|pilih presiden rekening ente alir asupan taipan cukong|💸,💴,💶,💵,🤑|1|2|0
1191938790316761088|Terima kasih kepada Presiden RI, Bapak @jokowi dan keluarga, atas perhatian, doa, dan karangan bunga duka cita untuk ayahanda kami, M. Sofwan Chudhorie. Semoga kebaikan ini dibalas dengan pahala berlipat dari Allah SWT. Aamiin YRA. Salam hormat...🙏🙏 https://t.co/25KTDEMlek|terima kasih presiden keluarga perhati doa karang bunga duka cita ayahanda sofwan chudhorie moga balas pahala lipat alah amin ra rabbal alamin salam hormat|🙏,🙏|0|2|0
1192309584863485952|@ramboetz @hincapandjaitan @SBYudhoyono @DidikMukrianto @didi_irawadi @RasyidDemokrat Seharusnya orang merasa seneng dijauhin oleh bang Ferdi yg nyebelin. Lihat Jokowi, dijauhin Ferdi malah menang kan? 🤷‍♂️|orang neng bang ferdi sebal lihat jokowi ferdi menang|🤷,♂|0|2|0
1192787958840954880|Turut berduka cita anak yang di beri sepeda oleh Bpk. Presiden Jokowi bunuh diri😢😓😓|duka cita anak sepeda presiden jokowi bunuh|😢,😓,😓|0|0|0
1190089686942806016|"@Dahnilanzar @Kemhan_RI @prabowo Jangan ke lambaga zakat mas...
Nanti dipakai sama yg lain dan seolah2 dia lagi dia lagi heronya. Males dan cape mas semua panca indra ini. 😔😔

https://t.co/NNkic0Nfoe

Betul2 ""Out of The Box"" pola pikirnya 😭😭😭👍🏻👍🏻👍🏻👍🏻"|lembaga zakat mas pakai olah hero males cape mas panca indra kotak pola pikir|😔,😔,😭,😭,😭,👍,🏻,👍,🏻,👍,🏻,👍,🏻|1|0|1
1189961208046055426|@Delpiero_2006 @Dahnilanzar @prabowo Ini buktinya kalau saya udah diblok... 😂😂😂 https://t.co/QQNJdScHpj|bukti blok|😂,😂,😂|1|1|0
1192349135904493569|@arien06 @jokowi Didaerahku belum ada yang gratis, tapi bayarnya pakai sampah 😁😁😁 ( Sampah Plastik )|daerah gratis bayar pakai sampah sampah plastik|😁,😁,😁|0|1|1
1192108478912815109|@permadiaktivis @aniesbaswedan Masih blm ku mengerti knapa pak @jokowi mentri @Kemendagri_RI msh pertahankan si wan aibon gabener bau mayat @aniesbaswedan di dki?? 🤔🤔 Kalau padahal sewaktu jd mentri pendidikan dulu ketauan mark up bisa lgsg dipecat sm pak @jokowi|ku erti tahan wan aibon gubernur buruk bau mayat didik tau mark langsung pecat|🤔,🤔|0|2|0
1191876227960721408|"@rlthingy ya turunkan pa jokowi.
menghalangi tau gak.
anjjjj
proyektornya juga ketinggian 😭😭😭😭😭😭😭😭😭😭😭"|turun pa jokowi halang tau anjing proyektor tingi|😭,😭,😭,😭,😭,😭,😭,😭,😭,😭,😭|0|0|0
1193007075762139136|@jokowi Amiiin Y.R.A. Makasih ya Nabi terakhir Muhammad Rasulullah 👍 dari sekian banyak para Nabi/Rasul yg semua (termasuk kita semua) adalah anak2 dari Nabi pertama Allah yaitu Adam &amp; Hawa sejak mereka berdua di-turunkan dari surga Firdaus diatas alam semesta 🌌 ke-Dunya 🌏|amin terima kasih nabi muhammad rasulullah sekian nabi rasul masuk anak nabi alah adam hawa turun surga firdaus alam semesta dunia|👍,🌌,🌏|0|2|0
1192631284310298625|Siapa suruh pilih Jokowi😁😁😁 https://t.co/xBDGdoZpW3|suruh pilih jokowi|😁,😁,😁|0|1|1
1191172654192971776|"@Linden_Dollar @BurikIndo @MartinLS2 @PartaiSocmed @jokowi Ngawur mulu luh,,, 

Baca lagi UU KPK,  KPK ada itu karna lembaga penegakan hukum kepolisian dan kejaksaan tidak efektif dalam kasus korupsi... 
😴

Klo mau gak ada korupsi,  gak usah ada (pejabat) negara sekalian.

Jangan ajari pejabat buat korupsi, 😴😴😴😴"|arang mulu baca karna lembaga tega hukum polisi jaksa efektif korupsi korupsi jabat negara ajar jabat korupsi|😴,😴,😴,😴,😴|0|2|0
1192343480372039682|"Pasca rusuh Wamena kondisi perekonomian Wamena berangsur kembali normal 😇🥰😇

#StandUpForX1 #SerieAdiRCTI #kamisambyar #WIZONELOVEIZONE #GetWellSoonDino #MCRREUNI #GunungMerbabu #Paket2 #Gulbat #arisa #Jokowi #JokowiPresidenKu https://t.co/KerbRQQrOn"|rusuh wamena kondisi ekonomi wamena angsur normal|😇,🥰,😇|1|1|0
1192369891682045952|@wansenk_ajah @WR_4AG226 @jokowi @NasDem @NasDem sama @PKSejahtera berkoalisi dukung @aniesbaswedan maju di 2024, ga terbayang kan berapa banyak yg akan milih 🤔🤔🤔😂|koalisi dukung maju bayang pilih|🤔,🤔,🤔,😂|1|1|0
1192014415651991552|"@MonyetTempur3 @benibahtiar19 @KanjengRatuAyu1 @jokowi Gak usah munafik lah boss hargai kerja keras beliau, kalau mau kritik liat"" orang lah jngn tutup mata, tenggok masalah soal lem aibon kemarin, atau ap mungkin anda lebih bangga dengan aibon kemarin kh??🤔🤔"|munafik bos harga kerja keras beliau kritik liat orang tutup mata tengok lem aibon kemarin bangga aibon kemarin|🤔,🤔|0|2|0
1192275395736793091|@w_runturambi Anjriitttt..Makasih Pak Jokowi 🤪🥴|sial terima kasih jokowi|🤪,🥴|1|2|0
1192924016413036544|"Sibuk Narasi Radikal, Ada 22 Juta Rakyat Kelaparan Era Rezim Jokowi

Kenyang dah makan radikal radikul 😊✌🏻 https://t.co/J1IqQitcof"|sibuk narasi radikal juta rakyat lapar era rezim jokowi kenyang makan radikal radikal|😊,✌,🏻|1|1|0
1192362124070178816|@krupukalengan @kurawa @jokowi Iya tuh si Wan Ai bonk memang payah gak bisa kerja. Sbg gabener Jekardah mestinya dia yg masuk ke gorong2 utk sodet kali Ciliwung. 😃😀😁|iya wan ai bohong payah kerja gubernur buruk jakarta mesti masuk sodet kali ciliwung|😃,😀,😁|0|1|1
1191275777200754689|@R4jaPurwa @msaid_didu @hnurwahid @KPK_RI @jokowi Behhh pecatan mau makan duit pemerintah lagi ya 🤣🤣🤣|pecat makan duit perintah|🤣,🤣,🤣|1|1|0
1192038650445365249|"@KanjengRatuAyu1 @KilljoyYadi @jokowi 😂🤭🤭 punya suami nenek? seperti cabeh rawit, kecil2 tapi pedas 🤭😂😂🤭🤭 kok buka aib keluarga nek.? 😂🤭😂😂😂
Mak lampir..,, ayo lanjut jual uang jadulnya 🤭😂😂"|suami nenek cabe rawit pedas buka aib keluarga nek mak lampir ayo jual uang tinggal zaman|😂,🤭,🤭,🤭,😂,😂,🤭,🤭,😂,🤭,😂,😂,😂,🤭,😂,😂|1|1|0
1190183291791392768|@BertaDwita @mutia_raaaaa @cokiegig88 @Dahnilanzar @Kemhan_RI @prabowo @aniesbaswedan @habiburokhman @alyapedia 🤣🤣🤣 bahno nyak, salahe mukae nyumpekin, senyumnya nyinyir natural|biar nyak salah muka sumpek senyum nyinyir natural|🤣,🤣,🤣|0|1|1
1191650477345128448|"@WahabisLokal @Usep210 Lembaga Survei ini pasti sedang terpapar radikal nih, hasil survenya sangat radikal,😂😂

Survei LSI: Masyakarat Nilai Tak Ada Perubahan Ekonomi sejak Jokowi Menjabat
https://t.co/hcMSczyi0t"|lembaga survei papar radikal nih hasil survei radikal survei masyarakat nilai ubah ekonomi jokowi jabat|😂,😂|1|1|0
1191332849896419328|"@andy_nomicin @jokowi Apaan?
Kurang cool apa coba jeni ini? 
😎😎"|keren coba jeni|😎,😎|1|1|0
1192402046902624256|"@ustadtengkuzul @AA_Ical_ @BossToukeeIsa Doa kamu @ustadtengkuzul gak manjur karena sering fitnah sana sini mknya gak dikabulin ma Allah. Akhir Jokowi tetap jd Presiden.
🤣🤣🤣🤣🤪🤪🤪"|doa manjur fitnah kabul ma alah jokowi presiden|🤣,🤣,🤣,🤣,🤪,🤪,🤪|1|1|0
1192471375602016256|"@kangdede78 @aniesbaswedan Pak Jokowi belum tepatin janji, teriak teriak turunkan Jokowi

Pak anis udah ketahuan ngibul masih dibelain dan dianggap benar, trus diusulkan jd capres 2024

Ini kalian masih waras ?? 

🤣🤣"|jokowi janji teriak teriak turun jokowi anis bohong bain anggap usul calon presiden waras|🤣,🤣|1|1|0
1192589029528633344|@YgGregory @azphirix @Ze_sukma @marpaung913 @bahdirdja @sirajapadoha @SoffiAgus @dkarhita @cagubnyinyir2 @NGOBUSH3 @Oetaryo7 @Puanita9 @GenotNoto @asepapit @BHD_8 @psi_id @KPK_RI Anggaran seperti ini sudah ada waktu era si kumis lalu dibuang di era Jokowi- BTP. Lalu sekarang dimunculkan lagi, mungkin untuk balas budi atau....😂😂😂|anggar era kumis buang era jokowi muncul balas budi|😂,😂,😂|0|1|1
1192268007138947072|"@DheaMerlinda @prabowo @Kemhan_RI Sambutan ny melebihi kedatngan presiden...
Sukses n sehat trus ya pak...🙏👍👏"|sambut presiden sukses sehat|🙏,👍,👏|1|2|0
1190158771462369285|@Datuk_T4mburin @msaid_didu @aniesbaswedan @DKIJakarta @firmanyursak @prabowo @adearmando1 Astaghfirulloh....suruh ngaca dulu apa tuh orang😪🤦‍♀️|astagfirllah suruh kaca orang|😪,🤦,♀|0|2|0
1192898206226497536|@setkabgoid @UGMYogyakarta @jokowi Mimin beli follower yah ? Kok 1jt yg follow , tapi ngak ada yg respon fositif 😭😭😭|mimin beli juta balas positif|😭,😭,😭|1|0|1
1191904907160276992|"Ahok dan Antasari Azhar Berpeluang Duduki Dewan Pengawas KPK ??, Presiden @jokowi yang Tunjuk Langsung ??  😂😂😂 om Jok apa kata dunia kwalitas pemerintahan Indonesia untuk pengawas KPK ex NAPI 😛😛  
 #TolakNapiJadiPengawasKPK

https://t.co/T7d7zUL2AN lewat @idtodaydotco https://t.co/Rl9cjrXvVA"|ahok antasari azhar peluang duduk dewan awas presiden langsung om jok dunia kualitas perintah indonesia awas napi|😂,😂,😂,😛,😛|1|1|0
1192360265293058049|"@Mun4fikunn Sebel aja liat Style cowboy gini...abis lah kau dimakan lawan Hok..
Coba style Jokowi...
selow man seloooow...
Rangkul sana sini 🤣🤣🤣"|sebel liat gaya cowboy gin abis kau makan lawan ahok coba gaya jokowi santai man santai rangkul|🤣,🤣,🤣|0|1|1
1189837373783171074|@zarazettirazr @prabowo Mungkin maksudnya gaji tetep diterima tp abis itu disumbangkan😂😂|maksud gaji terima abis sumbang|😂,😂|1|1|0
1192263444403109888|@jokowi DKI Kartanegara keren.. 👍👍👏|kartanegara keren|👍,👍,👏|1|2|0
1192720701893095431|"@Fahrihamzah @jokowi SP sangat cerdas with @NasDem 👍
JKW masa pendek....
hrs di goodbye🤭🤭🤭🤭"|cerdas jokowi pendek selamat tinggal|👍,🤭,🤭,🤭,🤭|1|1|0
1192403302945673216|@vintenas @jokowi Punya kepala tapi nggak punya isi  kepala ya begini ini 😀😀😀😇😇|kepala isi kepala|😀,😀,😀,😇,😇|0|1|1
1192978876923703297|@flame_ingoo @tubirfess @jokowi @Kemdikbud_RI Jangan dikit dikit ngadu ke pak jokowi. Semua punya tanggung jawab masing masing. Kalo perihal ini ya langsung tag menteri pendidikan pak nadiem. Jangan suka menambah beban ketua padahal udah ada jobdesk nya masing masing. Ayo jadi masyarakat cerdas 💪🏻|dikit dikit adu jokowi tanggung perihal langsung menteri didik nadiem suka beban ketua deskripsi kerja ayo masyarakat cerdas|💪,🏻|0|2|0
1192706133862957056|@SiswantoTohid @Fahrezi07189344 @psi_id Yang menang Pilpres emang Jokowi. Tapi yang punya legitimasi ya tetap Prabowo. Biasanya pelantikan penuh pesta, ini malah penuh ketakutan. 🤣🤣🤣|menang pilih presiden emang jokowi legitimasi prabowo lantik penuh pesta penuh takut|🤣,🤣,🤣|0|1|1
1191981373185253376|@WahabisLokal Buset..Kan Gelar pendidikannya tinggi banget...masa bikin pidato aja bayar 90 jt lebih...Kalah ama Pak Jokowi yg cuma tukang insinyur..😆😆😆|buset gelar didik tingi banget bikin pidato bayar juta kalah ama jokowi tukang insinyur|😆,😆,😆|1|1|0
1191992348718161920|"@jokowi Kerennnnnn 
Lanjutkan bapak @jokowi jadikan INDONESIA semakin maju😘😇"|keren indonesia maju|😘,😇|1|1|0
1192625810097590272|"dewan yg trhormat 👍🏼😊 
https://t.co/BTmunjd0Vm"|dewan hormat|👍,🏼,😊|1|1|0
1192828307504414720|@kompascom Habis²an membuat citra prabowo buruk di metro tv, ehh prabowo malah berkoalisi ama jokowi abis pilpres, gak terima donggg om paloh 😂😂😂|habis citra prabowo buruk metro eh prabowo koalisi ama jokowi abis pilih presiden terima om paloh|😂,😂,😂|1|1|0
1191526567144411136|"@FerdinandHaean2 @jokowi @BPJSKesehatanRI Iya pak jokowi...
Maksudny si ferdinan aja yg jd org"" di BPJS... dia kan gk males, rajin dan nyiyir.😀😃"|iya jokowi maksud ferdinan orang bpjs males rajin cela|😀,😃|0|1|1
1192982586005393408|@hasnaurora @PenguinMesir770 @detikcom @jokowi Omdoooooooo ternyata mba nyaa wkwkwkwk mulut mu harimau mu🤣🤣🤣|omong kosong nyata mbak wkwkwkwk mulut mu harimau mu|🤣,🤣,🤣|0|1|1
1190902124361568258|"@Namaku_Mei @prabowo Prediksi nya gerung banyak yg salah.... 
Gitu masih banyak ngomong....🤦‍♂️🤦‍♂️🤦‍♂️"|prediksi gerung salah bicara|🤦,♂,🤦,♂,🤦,♂|0|2|0
1190195587133526016|"@prabowo Terima kasih banyak pak MENHAN @prabowo 
hidup NU,hidup BANSER, hidup GP ANSOR, hidup FATAYAT,MUSLIMAT NU, hidup IPNU,IPPNU. Jayalah negeriku.👍👍😍😍"|terima kasih menteri tahan hidup nu hidup banser hidup ansor hidup fatayat muslimat nu hidup ipnu ipnu jaya negeri|👍,👍,😍,😍|0|1|1
1192418491757977600|@anak___Rantau @RicoSibuea2 @MeAndOurs @jokowi Ya sih tapi klo ane sih berani jamin,klo pemasangan nya sesuai dn matrial kwalitas oke ya. Krna Ane supleir genteng dan baja rangan gan. 😁😁|berani jamin pasang sesuai material kualitas supleir genteng baja rang|😁,😁|0|1|1
1192949428635631617|"Tapi anehnya fans nya gak pada malu...
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/MfC1fIt6Ek"|aneh fans malu|😂,😂,😂,😂,😂,😂,😂,😂,😂,😂,😂,😂,😂,😂,😂|0|1|1
1192995422848966656|"@jokowi @DPR_RI @mprgoid
WAKIL PANGLIMA TNI : kasAD, kasAU , kasAL mungkin ditambah satu lagi kaPOLRI ( seperti dpr pimpinanya satu wakilnya ada beberapa ) 

Apa ndak seperti itu aja .. maaf maaf ini pemikiran latah aja  😊😊😊🙏🙏🙏"|wakil panglima tentara nasional indonesia kasad kasau kasal kapolri pimpin wakil maaf maaf pikir latah|😊,😊,😊,🙏,🙏,🙏|0|1|1
1191983446001770496|"@omsenangyaa @ntihoax @tan_markonah @anakbundaaku @EvanRafiq @FerryIr10 @butiran_beton Maaf bang...dia haternya pak Anies, fans garis kerenya jokowi.
Jadi ga akan ngaruh kalo dikasih yg ginian 😂😂"|maaf bang musuh anis fans garis kere jokowi pengaruh kasih|😂,😂|0|1|1
1192699722344976384|@Anang050585 @MelayuSejahtera @Kemhan_RI @prabowo Yg pasti rakyat majikanya🤗🤗, gajah mada tdk perlu jadi raja untuk berjasa,  dan berbakti pada rakyat dan negara.  🙏🙏🙏😊|rakyat majikan gajah mada raja jasa bakti rakyat negara|🤗,🤗,🙏,🙏,🙏,😊|1|1|0
1191666603517104129|@idolfess ada yg lebih parah dari kita @yulyfebry kalo kita dengernya prabowo sandi dia begitu wkwkwkwkwk🤣🤣🤣🤣🤣🤣|parah dengar prabowo sandi wkwkwkwkwk|🤣,🤣,🤣,🤣,🤣,🤣|0|1|1
1190257901845114891|"01.11.2019
#OneHealthKIPM

Wasrik Domestik Keluar Outgoing Cargo;

Kepiting : 1800 hds / 20 koli
Ikan Bawal Segar : 545 kgm / 18 koli 
Ikan Tenggiri : 50 kgm / 2 koli 

Tujuan 🗺 : Jakarta
Via 🛫 : JT-673

@Edhy_Prabowo
@kkpgoid
@HumasBKIPM 
@rinajanwar2201 
@Umar_Tonra https://t.co/rpLKwqVd5p"|wasrik domestik langsung cargo kepiting hds koli ikan bawal segar kagum koli ikan tenggiri kagum koli tuju jakarta via juta|🗺,🛫|0|2|0
1192108783536766977|"@MataNajwa @willsarana Berarti waktu gubernur jokowi dan ahok kinerjanya tidak naik dong 😂😂
Bocah ngomong apa sih,baru duduk diparlemen ya emang gini 😅😅"|arti gubernur jokowi ahok kerja bocah bicara duduk parlemen emang gin|😂,😂,😅,😅|0|1|1
1192314052174680064|"@jokowi semoga terlaksana pakde 🙏
sudah lama kami ingin Indonesia sejajar dengan negara2 tetangga. 
salam traveler 🙏"|moga laksana pakde indonesia sejajar negara tetangga salam tualang|🙏,🙏|1|2|0
1192629640554139648|"@JagaJokowi @jokowi So penting.... abaikan pak, sprti anak kecil yg sdh berjanggot sdg merajuk😂😂😂
Teori manuvernya sprti di golkar dlu yg berakhir babak belur, kalah vote dlm prbutan kursi ketum."|abai anak jenggot rajuk teori manuver golkar babak bur kalah pilih rebut kursi tum|😂,😂,😂|0|1|1
1192755545989664769|@Miqdad_2 @evalez_fr @mulyana2019 @Ronnie_Rusli @prabowo @rockygerung @NMoekijat @lubis_mariska @Dahnilanzar @probowo @zarazettirazr @haikal_hassan Saya molor jam 9an, konsultan sampe jam 3 pagi masih ngirim email hasil hitungan dia. Komputer saya masih ngitung pas saya tinggal tidur (niat tidur2an tapi bablas!), bangun tidur saya lupa terakhir ngitung bagian mana ya??..😂🤣|molor jam konsultan jam pagi kirim email hasil hitung komputer hitung pas tinggal tidur niat tidur bablas bangun tidur lupa hitung|😂,🤣|0|1|1
1192057965794099201|"@mardhianto_ @novan_h @CNNIndonesia @jokowi @basuki_btp @KPK_RI Iya pak presiden emg g mau mbohongin rakyatnya,cuman belum baca uu kpk aja makany g bisa tegas bilang kalo ahok sama antazari g bisa jadi dewan pengawas karna syarat itu. 😀

Dasar pinter lu @mardhianto_ 😆"|iya presiden bohong rakyat cuman baca bilang ahok antazari dewan awas karna syarat dasar pintar|😀,😆|1|1|0
1192394117151461376|"@saya66253507 @LambangDC5 @LuwitaEmilly878 Ahoker garis keras, pasti melihat dgn:  KEBENCIAN... Ayo Move On, KH. Makruf yg fatwakan Ahok penista Agama udah berhasil jadi Wapres, Prabowo jadi Menhan.. Loe masih sakit hati aja. 

😆😆😆😆😛😜"|ahok garis keras lihat benci ayo gerak on makruf fatwa ahok nista agama hasil wakil presiden prabowo menteri tahan sakit hati|😆,😆,😆,😆,😛,😜|0|1|1
1191759120614838272|@abeezai @jokowi Drama jgn kesini ke istana saja raja pasti bntu 😆😂😂|drama kemari istana raja bantu|😆,😂,😂|0|1|1
1192620468609503233|@Karinbahary2 @jokowi Akun yg pake Foto profile Sex Doll impor dari china nuduh Presiden antek asing 🤣🤣 @DivHumas_Polri  @CCICPolri|akun pakai foto profil dol impor cina tuduh presiden antek asing|🤣,🤣|1|1|0
1192825170169192448|"@Savega09169739 @msaid_didu @prabowo Yg punya rekening di swis ya keluarga nya 😁😁 setiap presiden pasti berhutang 😁😁

Saya gk berharap masuk istana, jokowi terpilih lagi saya udah seneeeeeng banget, dan seneng klo @prabowo kalah 😁😁"|rekening swiss keluarga presiden hutang harap masuk istana jokowi pilih senang banget neng kalah|😁,😁,😁,😁,😁,😁|1|1|0
1191891143526514688|@Hardi74507117 @gemacan2 @jokowi Faktaa ??? mata muu soekk 🤣🤣🤣|fakta mata mu sobek|🤣,🤣,🤣|0|1|1
1191274444615909376|@nicoshn Gue tahu pasti Jokowi ya..!!😂😂 ternyata tebakan saya betul..!!!👏👏👏👏|jokowi nyata tebak|😂,😂,👏,👏,👏,👏|0|1|1
1192510478964031489|@afrinagabriella @abdul_hair @Hidayatade3 @jokowi Tong, sekalian noh duit amal dimasjid mayan buat bantu negara😂😂😂|tong duit amal masjid lumayan bantu negara|😂,😂,😂|1|1|0
1192793919894876164|"@mochamadarip @tri_wijiati @msaid_didu Koar sana koar sini, setelah dapat kue, eh dieem dia 😂😂. Aku kau mau kasih. Tantangan ne, sekarang katakan kepada Rakyat Indonesia : ""TERIMA KASIH PRESIDENKU PAK JOKOWI"". Ayo katakan sekarang!!!"|koar koar kue eh diam kau kasih tantang rakyat indonesia terima kasih presiden jokowi ayo|😂,😂|1|1|0
1192728583266947072|@Parapat_Nixon @jokowi ARTINYA POLISI SELAIN USUT KASUS NOVEL DARI SISI LAPORAN NOVEL, JUGA AKAN USUT KASUS NOVEL DARI SISI LAPORAN DEWI. BENERAN APA REKAYASA....AYOK PAK POLISI...LANJUTKEN!!!! 😁😁|arti polisi usut novel sisi lapor novel usut novel sisi lapor dewi rekayasa ayo polisi|😁,😁|0|1|1
1190761586589343744|"😁😁 Padahal tembak ja tuh perampoknya..biar mampus..
.
Follow me @DedeAldo1 🙏😁🇮🇩
.

#jokowi #marufamin #bumegabercerita #prabowo #budimansudjatmiko #adiannapitupulu #mahfudmd #btp #nkrihargamati #pancasila… https://t.co/irJNK5PnWl"|tembak rampok biar mampus|😁,😁,🙏,😁,🇮,🇩|0|1|1
1190116365912305664|@reza_barwiasari @Datuk_T4mburin @rickybarmansyah @aniesbaswedan @DKIJakarta @firmanyursak @prabowo @adearmando1 Ok, kabar kabarin ya🤣🙏|kabar abar|🤣,🙏|0|1|1
1190582269360001024|Oooh jadi Gang BuzzeRp yang gak mau dibubarin pak Mul itu ya... Emang dibayar berapa sih mereka kalau ada yang tau?  Karena VISI MISI nya kok sama hanya menyerang pak Anies Baswedan... Kemarin2 pak Prabowo sebelum gabung dengan REZIM ini...🤔😲🙄🤭😂🤣🐸🔨 https://t.co/fJLWjDs0ro|gang buzzer bubar emang bayar tau visi misi serang anis baswedan kemarin prabowo gabung rezim|🤔,😲,🙄,🤭,😂,🤣,🐸,🔨|1|1|0
1190131039076679685|"@Dahnilanzar @Kemhan_RI @prabowo lucu banget njirr
dia ngomong apa bosnya ngomong apa
apalagi pendukung2nya masih ngebelain akwkwk
masih nyalahin ini jg 👇🏼🤣🤣
https://t.co/VeOd53n7FJ"|lucu banget anjing bicara bos bicara dukung bela awkwk salah|👇,🏼,🤣,🤣|0|1|1
1190167827212169216|@Datuk_T4mburin @aniesbaswedan @DKIJakarta @firmanyursak @prabowo @adearmando1 @adearmando1 jahat terlahir dari kodom yg bocor 😂😂😂😂😂|jahat lahir kondom bocor|😂,😂,😂,😂,😂|0|1|1
1192917740710842368|"@kuyupmenggigil @boloneman @yunartowijaya bsok² mak lu buntink di bongkaran,, nyalahin Jokowi jg ye
🤣🤣🤣🤣🤣🤣"|besok mak bunting bongkar salah jokowi ye|🤣,🤣,🤣,🤣,🤣,🤣|0|1|1
1192696127159599104|"Jangan banyak bacot 
Ngimpi sambil ngiler 😂😂😂 https://t.co/rAUHYSUNi1"|bacot mimpi liur|😂,😂,😂|0|1|1
1191298010996592643|"@MSApunya @jokowi Hahaha....
Kan aturan d buat untuk d langgar...🤣🤣🤣"|hahaha atur langgar|🤣,🤣,🤣|0|1|1
1192437393128710145|@CNNIndonesia Malas bahas Fachrul Razi gak ada ilmu hanya pembodohan😴😴😴|malas bahas fachrul razi ilmu bodoh|😴,😴,😴|1|2|0
1191589970147889152|@DonAdam68 @kokokdirgantoro @psi_id Kepala desanya anis Baswedan bukan? 😅😅|kepala desa anis baswedan|😅,😅|0|1|1
1191483896598130688|@arismun35 @MSApunya @jokowi Doi ngomong bhs indonesia aja fals apalagi dg bhs inggris yg kyk gitu ..... 😓 🐸🔨|doi bicara bahasa indonesia fals bahasa inggir kayak|😓,🐸,🔨|1|0|1
1191857852379303937|@Kemhan_RI @prabowo @korembindonesia Min apa ga salah nii tiap hari ada kunjungan tamu petinggi dr negara lain ke menhan kaya gini bisa terjadi kecemburuan 😂😂|min salah ni kunjung tamu petinggi negara menteri tahan kaya gin cemburu|😂,😂|0|1|1
1190155338420387840|Kritik Anies berbusa², percuma !! Buktinya Prabowo bisa jadi menteri😅😅😅|kritik anis busa bukti prabowo menteri|😅,😅,😅|1|1|0
1192353978161328128|@jokowi Usulan aja pak, gimana kalo limbahnya di buang ke Segitiga Bermuda.  Katanya sih Kapal dan Pesawat aja bisa hilang apalagi sampah 😎😁✌️|usul gimana limbah buang segitiga muda kapal pesawat hilang sampah|😎,😁,✌|0|1|1
1193021526498406400|@Jiihaaann @jokowi @Kiyai_MarufAmin @edhenkbaru ET MAKASIH ❤❤|et terima kasih|❤,❤|1|2|0
1192301162860437505|@KobusKeneng @msaid_didu @prabowo Dengki nga ada obat, kate @aniesbaswedan  🤣🤣|dengki obat kate|🤣,🤣|0|1|1
1189885737136574466|"@drkanann @Kata_Hatiku88 @prabowo @Kemhan_RI @jokowi Banyak.. Kantor HTI FPI   dan Masjid2 /tempat Pendidikan /perusahaan jg di INJAK2 Gerombolan Monyet KHILAFAH ini... Makanya di sisir... Biar ""kutu nya keluar semua 😂😂😂😂"|kantor hati masjid didik usaha injak gerombol monyet khilafah sisir biar kutu|😂,😂,😂,😂|1|1|0
1192116154971512832|"@Marshmellouww @iirkoe_ @jokowi Iya tau...Teman Ahok Indonesia menerima uang reklamasi...jadinya sekarang kejang2...hahahah🤣🤣🤣

https://t.co/RCYi54k4dp"|iya tau teman ahok indonesia terima uang reklamasi kejang hahahah|🤣,🤣,🤣|1|1|0
1191921606307672064|"@benibahtiar19 @KanjengRatuAyu1 @jokowi Saya tanya, apa nama perusahaan yang membayar itu pembelian kereta import? 😂🤭😂
Kagak bisa jawab? 😂🤣"|nama usaha bayar beli kereta impor kagak|😂,🤭,😂,😂,🤣|0|1|1
